County,PartyName,Proportion
CRAWFORD,LIBERTARIAN,0.022756733400547315
CRAWFORD,REPUBLICAN,0.7345527869796917
CUMBERLAND,DEMOCRATIC,0.22611799286164183
CUMBERLAND,LIBERTARIAN,0.016586185177409195
CUMBERLAND,REPUBLICAN,0.757295821960949
DOUGLAS,DEMOCRATIC,0.27918152224461323
DOUGLAS,LIBERTARIAN,0.018756781894279956
DOUGLAS,REPUBLICAN,0.7020616958611068
DeKALB,DEMOCRATIC,0.5127253753840803
DeKALB,LIBERTARIAN,0.02165342918430054
DeKALB,REPUBLICAN,0.46562119543161923
DeWITT,DEMOCRATIC,0.29342105263157897
DeWITT,LIBERTARIAN,0.02368421052631579
DeWITT,REPUBLICAN,0.6828947368421052
DuPAGE,DEMOCRATIC,0.569462977269003
DuPAGE,LIBERTARIAN,0.017013132944729264
DuPAGE,REPUBLICAN,0.41352388978626775
EDGAR,DEMOCRATIC,0.261566424322538
EDGAR,LIBERTARIAN,0.01784534038334435
EDGAR,REPUBLICAN,0.7205882352941176
EDWARDS,DEMOCRATIC,0.16097736255839024
EDWARDS,LIBERTARIAN,0.019762845849802372
EDWARDS,REPUBLICAN,0.8192597915918074
EFFINGHAM,DEMOCRATIC,0.2013634642090645
EFFINGHAM,LIBERTARIAN,0.01533897235197576
EFFINGHAM,REPUBLICAN,0.7832975634389597
FAYETTE,DEMOCRATIC,0.20961898813241725
FAYETTE,LIBERTARIAN,0.017114303560274827
FAYETTE,REPUBLICAN,0.7732667083073079
FORD,DEMOCRATIC,0.2699649396182314
FORD,LIBERTARIAN,0.02473704713673549
FORD,REPUBLICAN,0.7052980132450332
FRANKLIN,DEMOCRATIC,0.2856516336525108
FRANKLIN,LIBERTARIAN,0.016665448432132152
FRANKLIN,REPUBLICAN,0.6976829179153571
FULTON,DEMOCRATIC,0.4370723456600292
FULTON,LIBERTARIAN,0.024063965557007766
FULTON,REPUBLICAN,0.538863688782963
GALLATIN,DEMOCRATIC,0.3478060046189376
GALLATIN,LIBERTARIAN,0.018013856812933025
GALLATIN,REPUBLICAN,0.6341801385681294
GREENE,DEMOCRATIC,0.2529294715896529
GREENE,LIBERTARIAN,0.018129560026531065
GREENE,REPUBLICAN,0.7289409683838161
GRUNDY,DEMOCRATIC,0.3967475477542592
GRUNDY,LIBERTARIAN,0.021631388745482705
GRUNDY,REPUBLICAN,0.5816210635002581
HAMILTON,DEMOCRATIC,0.24838140082401414
HAMILTON,LIBERTARIAN,0.015303119482048263
HAMILTON,REPUBLICAN,0.7363154796939376
HANCOCK,DEMOCRATIC,0.26034434879200224
HANCOCK,LIBERTARIAN,0.020827547903360177
HANCOCK,REPUBLICAN,0.7188281033046376
HARDIN,DEMOCRATIC,0.24363636363636362
HARDIN,LIBERTARIAN,0.01696969696969697
HARDIN,REPUBLICAN,0.7393939393939394
HENDERSON,DEMOCRATIC,0.35063595737366793
HENDERSON,LIBERTARIAN,0.026125816431763493
HENDERSON,REPUBLICAN,0.6232382261945686
HENRY,DEMOCRATIC,0.3780785670669652
HENRY,LIBERTARIAN,0.01979442295949522
HENRY,REPUBLICAN,0.6021270099735396
IROQUOIS,DEMOCRATIC,0.21287602989078366
IROQUOIS,LIBERTARIAN,0.018969151178386663
IROQUOIS,REPUBLICAN,0.7681548189308297
JACKSON,DEMOCRATIC,0.5330329451694072
JACKSON,LIBERTARIAN,0.016794429164959917
JACKSON,REPUBLICAN,0.4501726256656329
JASPER,DEMOCRATIC,0.18797814207650274
JASPER,LIBERTARIAN,0.015300546448087432
JASPER,REPUBLICAN,0.7967213114754098
JEFFERSON,DEMOCRATIC,0.28446172613601706
JEFFERSON,LIBERTARIAN,0.016925892040256175
JEFFERSON,REPUBLICAN,0.6986123818237268
JERSEY,DEMOCRATIC,0.2859611231101512
JERSEY,LIBERTARIAN,0.02267818574514039
JERSEY,REPUBLICAN,0.6913606911447084
JOHNSON,DEMOCRATIC,0.21857469353833367
JOHNSON,LIBERTARIAN,0.014751714107625182
JOHNSON,REPUBLICAN,0.7666735923540411
JoDAVIESS,DEMOCRATIC,0.41658742736397253
JoDAVIESS,LIBERTARIAN,0.01764395139989435
JoDAVIESS,REPUBLICAN,0.5657686212361331
KANE,DEMOCRATIC,0.5475272411849995
KANE,LIBERTARIAN,0.01705067082011637
KANE,REPUBLICAN,0.4354220879948842
KANKAKEE,DEMOCRATIC,0.4220975276290304
KANKAKEE,LIBERTARIAN,0.021846872507690556
KANKAKEE,REPUBLICAN,0.556055599863279
KENDALL,DEMOCRATIC,0.511454766375787
KENDALL,LIBERTARIAN,0.01811554180934497
KENDALL,REPUBLICAN,0.470429691814868
KNOX,DEMOCRATIC,0.45952408061026984
KNOX,LIBERTARIAN,0.02072184902652852
KNOX,REPUBLICAN,0.5197540703632016
LAKE,DEMOCRATIC,0.6040940159017995
LAKE,LIBERTARIAN,0.014363056214255824
LAKE,REPUBLICAN,0.3815429278839448
LAWRENCE,DEMOCRATIC,0.23442786069651741
LAWRENCE,LIBERTARIAN,0.020298507462686566
LAWRENCE,REPUBLICAN,0.745273631840796
LEE,DEMOCRATIC,0.39035160806532243
LEE,LIBERTARIAN,0.0169971671388102
LEE,REPUBLICAN,0.5926512247958674
LIVINGSTON,DEMOCRATIC,0.2776996405688389
LIVINGSTON,LIBERTARIAN,0.01750273480231286
LIVINGSTON,REPUBLICAN,0.7047976246288482
LOGAN,DEMOCRATIC,0.2986139842780306
LOGAN,LIBERTARIAN,0.028237484484898635
LOGAN,REPUBLICAN,0.6731485312370707
LaSALLE,DEMOCRATIC,0.4567183788973672
LaSALLE,LIBERTARIAN,0.017636060437616858
LaSALLE,REPUBLICAN,0.5256455606650159
MACON,DEMOCRATIC,0.41351228647636346
MACON,LIBERTARIAN,0.017791271777992168
MACON,REPUBLICAN,0.5686964417456444
MACOUPIN,DEMOCRATIC,0.35930809105251293
MACOUPIN,LIBERTARIAN,0.019495154383592516
MACOUPIN,REPUBLICAN,0.6211967545638946
MADISON,DEMOCRATIC,0.45170077743995757
MADISON,LIBERTARIAN,0.0192115412083988
MADISON,REPUBLICAN,0.5290876813516436
MARION,DEMOCRATIC,0.26414948053961856
MARION,LIBERTARIAN,0.016979376647542253
MARION,REPUBLICAN,0.7188711428128391
MARSHALL,DEMOCRATIC,0.34634867032503164
MARSHALL,LIBERTARIAN,0.021105951878429716
MARSHALL,REPUBLICAN,0.6325453777965386
MASON,DEMOCRATIC,0.3501107308234347
MASON,LIBERTARIAN,0.01872357559895309
MASON,REPUBLICAN,0.6311656935776122
MASSAC,DEMOCRATIC,0.27087618264088853
MASSAC,LIBERTARIAN,0.014603044014808721
MASSAC,REPUBLICAN,0.7145207733443028
MENARD,DEMOCRATIC,0.31320968962906887
MENARD,LIBERTARIAN,0.03028009084027252
MENARD,REPUBLICAN,0.6565102195306586
MERCER,DEMOCRATIC,0.3801247771836007
MERCER,LIBERTARIAN,0.0338680926916221
MERCER,REPUBLICAN,0.5860071301247772
MONROE,DEMOCRATIC,0.3316528398213146
MONROE,LIBERTARIAN,0.014869176770899809
MONROE,REPUBLICAN,0.6534779834077856
MONTGOMERY,DEMOCRATIC,0.32174898479554254
MONTGOMERY,LIBERTARIAN,0.02153177826045897
MONTGOMERY,REPUBLICAN,0.6567192369439985
MORGAN,DEMOCRATIC,0.33154983222998097
MORGAN,LIBERTARIAN,0.02276231069193797
MORGAN,REPUBLICAN,0.6456878570780811
MOULTRIE,DEMOCRATIC,0.2758095238095238
MOULTRIE,LIBERTARIAN,0.02057142857142857
MOULTRIE,REPUBLICAN,0.7036190476190476
McDONOUGH,DEMOCRATIC,0.4041125079906243
McDONOUGH,LIBERTARIAN,0.016940123588323034
McDONOUGH,REPUBLICAN,0.5789473684210527
McHENRY,DEMOCRATIC,0.48177466071904357
McHENRY,LIBERTARIAN,0.0199486029102098
McHENRY,REPUBLICAN,0.49827673637074665
McLEAN,DEMOCRATIC,0.4965215110987706
McLEAN,LIBERTARIAN,0.019837413423419253
McLEAN,REPUBLICAN,0.48364107547781016
OGLE,DEMOCRATIC,0.3566642614163488
OGLE,LIBERTARIAN,0.0194309864962375
OGLE,REPUBLICAN,0.6239047520874137
PEORIA,DEMOCRATIC,0.5232408442592404
PEORIA,LIBERTARIAN,0.01819290578310804
PEORIA,REPUBLICAN,0.45856624995765155
PERRY,DEMOCRATIC,0.3135713365124372
PERRY,LIBERTARIAN,0.01559479314344632
PERRY,REPUBLICAN,0.6708338703441165
PIATT,DEMOCRATIC,0.3654629021667761
PIATT,LIBERTARIAN,0.02298095863427446
PIATT,REPUBLICAN,0.6115561391989495
PIKE,DEMOCRATIC,0.21713147410358566
PIKE,LIBERTARIAN,0.01743027888446215
PIKE,REPUBLICAN,0.7654382470119522
POPE,DEMOCRATIC,0.21688942891859053
POPE,LIBERTARIAN,0.014580801944106925
POPE,REPUBLICAN,0.7685297691373025
PULASKI,DEMOCRATIC,0.3675730110775428
PULASKI,LIBERTARIAN,0.012588116817724069
PULASKI,REPUBLICAN,0.6198388721047331
PUTNAM,DEMOCRATIC,0.4491803278688525
PUTNAM,LIBERTARIAN,0.017486338797814208
PUTNAM,REPUBLICAN,0.5333333333333333
RANDOLPH,DEMOCRATIC,0.31137988876136663
RANDOLPH,LIBERTARIAN,0.016685795003089962
RANDOLPH,REPUBLICAN,0.6719343162355433
RICHLAND,DEMOCRATIC,0.2356164383561644
RICHLAND,LIBERTARIAN,0.021756647864625302
RICHLAND,REPUBLICAN,0.7426269137792103
ROCK ISLAND,DEMOCRATIC,0.5517593596264487
ROCK ISLAND,LIBERTARIAN,0.0199074460101726
ROCK ISLAND,REPUBLICAN,0.42833319436337863
SALINE,DEMOCRATIC,0.29302845781036413
SALINE,LIBERTARIAN,0.016776438424257488
SALINE,REPUBLICAN,0.6901951037653784
SANGAMON,DEMOCRATIC,0.4777003703006339
SANGAMON,LIBERTARIAN,0.027866691771794388
SANGAMON,REPUBLICAN,0.4944329379275717
SCHUYLER,DEMOCRATIC,0.3225496476617553
SCHUYLER,LIBERTARIAN,0.028187059577194105
SCHUYLER,REPUBLICAN,0.6492632927610507
SCOTT,DEMOCRATIC,0.2232357177148344
SCOTT,LIBERTARIAN,0.014402304368698993
SCOTT,REPUBLICAN,0.7623619779164666
SHELBY,DEMOCRATIC,0.23833660908244544
SHELBY,LIBERTARIAN,0.019240715837384917
SHELBY,REPUBLICAN,0.7424226750801697
ST. CLAIR,DEMOCRATIC,0.5376176610008804
ST. CLAIR,LIBERTARIAN,0.018430735197851066
ST. CLAIR,REPUBLICAN,0.4439516038012686
STARK,DEMOCRATIC,0.3212121212121212
STARK,LIBERTARIAN,0.02987012987012987
STARK,REPUBLICAN,0.6489177489177489
STEPHENSON,DEMOCRATIC,0.4154049507329969
STEPHENSON,LIBERTARIAN,0.020247536649843786
STEPHENSON,REPUBLICAN,0.5643475126171593
TAZEWELL,DEMOCRATIC,0.3713370946645062
TAZEWELL,LIBERTARIAN,0.020830486304980186
TAZEWELL,REPUBLICAN,0.6078324190305137
UNION,DEMOCRATIC,0.33295046661880834
UNION,LIBERTARIAN,0.018951902368987795
UNION,REPUBLICAN,0.6480976310122039
VERMILION,DEMOCRATIC,0.3389946270831436
VERMILION,LIBERTARIAN,0.01739367999271469
VERMILION,REPUBLICAN,0.6436116929241417
WABASH,DEMOCRATIC,0.2225798464966576
WABASH,LIBERTARIAN,0.014112404060410992
WABASH,REPUBLICAN,0.7633077494429314
WARREN,DEMOCRATIC,0.3754697642637513
WARREN,LIBERTARIAN,0.018961393918688077
WARREN,REPUBLICAN,0.6055688418175607
WASHINGTON,DEMOCRATIC,0.23897367097098776
WASHINGTON,LIBERTARIAN,0.01911789367767902
WASHINGTON,REPUBLICAN,0.7419084353513332
WAYNE,DEMOCRATIC,0.15609756097560976
WAYNE,LIBERTARIAN,0.014634146341463415
WAYNE,REPUBLICAN,0.8292682926829268
WHITE,DEMOCRATIC,0.22451135763338617
WHITE,LIBERTARIAN,0.015495685860186653
WHITE,REPUBLICAN,0.7599929565064272
WHITESIDE,DEMOCRATIC,0.4398315282791817
WHITESIDE,LIBERTARIAN,0.019053349378259126
WHITESIDE,REPUBLICAN,0.5411151223425592
WILL,DEMOCRATIC,0.5236948238692617
WILL,LIBERTARIAN,0.015219375881296583
WILL,REPUBLICAN,0.46108580024944174
WILLIAMSON,DEMOCRATIC,0.3212408410321759
WILLIAMSON,LIBERTARIAN,0.015132207709461613
WILLIAMSON,REPUBLICAN,0.6636269512583626
WINNEBAGO,DEMOCRATIC,0.4929887957091884
WINNEBAGO,LIBERTARIAN,0.01870412036090089
WINNEBAGO,REPUBLICAN,0.4883070839299107
WOODFORD,DEMOCRATIC,0.2816333787708173
WOODFORD,LIBERTARIAN,0.018550346707757955
WOODFORD,REPUBLICAN,0.6998162745214248
