County,PartyName,Proportion
EDGAR,AMERICAN SOLIDARITY PARTY,0.0004922168215098751
EDGAR,DEMOCRATIC,0.25435304251522795
EDGAR,GREEN,0.0059681289608072355
EDGAR,LIBERTARIAN,0.010767242970528518
EDGAR,PARTY FOR SOCIALISM AND LIBERATION,0.0003076355134436719
EDGAR,REPUBLICAN,0.7236202547222051
EDGAR,WILLIE WILSON PARTY,0.00449147849627761
EDWARDS,AMERICAN SOLIDARITY PARTY,0.00030129557095510696
EDWARDS,DEMOCRATIC,0.15727628803856583
EDWARDS,GREEN,0.0027116601385959627
EDWARDS,LIBERTARIAN,0.009189514914130762
EDWARDS,PARTY FOR SOCIALISM AND LIBERATION,0.00045194335643266047
EDWARDS,REPUBLICAN,0.8272069900572462
EDWARDS,WILLIE WILSON PARTY,0.002862307924073516
EFFINGHAM,AMERICAN SOLIDARITY PARTY,0.000713116053034705
EFFINGHAM,DEMOCRATIC,0.20717341925941576
EFFINGHAM,GREEN,0.0037768739105171413
EFFINGHAM,LIBERTARIAN,0.011753209022238656
EFFINGHAM,PARTY FOR SOCIALISM AND LIBERATION,0.00023770535101156834
EFFINGHAM,REPUBLICAN,0.7732819185462997
EFFINGHAM,WILLIE WILSON PARTY,0.003063757857482436
FAYETTE,AMERICAN SOLIDARITY PARTY,0.000800680578491718
FAYETTE,DEMOCRATIC,0.1971175499174298
FAYETTE,GREEN,0.005104338687884702
FAYETTE,LIBERTARIAN,0.011509783315818445
FAYETTE,PARTY FOR SOCIALISM AND LIBERATION,0.0003502977530901266
FAYETTE,REPUBLICAN,0.7828654356202772
FAYETTE,WILLIE WILSON PARTY,0.002251914127007957
FORD,AMERICAN SOLIDARITY PARTY,0.0007231180851833104
FORD,DEMOCRATIC,0.25446525417600696
FORD,GREEN,0.007231180851833104
FORD,LIBERTARIAN,0.013522308192927905
FORD,PARTY FOR SOCIALISM AND LIBERATION,0.00014462361703666208
FORD,REPUBLICAN,0.7173331405018439
FORD,WILLIE WILSON PARTY,0.006580374575168125
FRANKLIN,AMERICAN SOLIDARITY PARTY,0.0003245875033811198
FRANKLIN,DEMOCRATIC,0.28590749256153636
FRANKLIN,GREEN,0.005653232350554504
FRANKLIN,LIBERTARIAN,0.008736813632675143
FRANKLIN,PARTY FOR SOCIALISM AND LIBERATION,0.00024344062753583988
FRANKLIN,REPUBLICAN,0.696240194752502
FRANKLIN,WILLIE WILSON PARTY,0.002894238571814985
FULTON,AMERICAN SOLIDARITY PARTY,0.0006637501885653945
FULTON,DEMOCRATIC,0.4106803439432795
FULTON,GREEN,0.007391763463569166
FULTON,LIBERTARIAN,0.01300346960325841
FULTON,PARTY FOR SOCIALISM AND LIBERATION,0.0004525569467491326
FULTON,REPUBLICAN,0.5631618645346206
FULTON,WILLIE WILSON PARTY,0.004646251319957761
GALLATIN,AMERICAN SOLIDARITY PARTY,0.0003836562440053712
GALLATIN,DEMOCRATIC,0.2783426050258968
GALLATIN,GREEN,0.004987531172069825
GALLATIN,LIBERTARIAN,0.00786495300211011
GALLATIN,PARTY FOR SOCIALISM AND LIBERATION,0.0005754843660080568
GALLATIN,REPUBLICAN,0.702282754651832
GALLATIN,WILLIE WILSON PARTY,0.005563015538077882
GREENE,AMERICAN SOLIDARITY PARTY,0.0008957654723127036
GREENE,DEMOCRATIC,0.2484527687296417
GREENE,GREEN,0.007003257328990228
GREENE,LIBERTARIAN,0.011237785016286646
GREENE,PARTY FOR SOCIALISM AND LIBERATION,0.000488599348534202
GREENE,REPUBLICAN,0.7279315960912052
GREENE,WILLIE WILSON PARTY,0.003990228013029316
GRUNDY,AMERICAN SOLIDARITY PARTY,0.0006416426050689766
GRUNDY,DEMOCRATIC,0.36596274698522335
GRUNDY,GREEN,0.007227915227688766
GRUNDY,LIBERTARIAN,0.01394629073958746
GRUNDY,PARTY FOR SOCIALISM AND LIBERATION,0.0004906678744645115
GRUNDY,REPUBLICAN,0.5949914133121968
GRUNDY,WILLIE WILSON PARTY,0.016739323255770065
HAMILTON,AMERICAN SOLIDARITY PARTY,0.0003540658562492624
HAMILTON,DEMOCRATIC,0.2284904992328573
HAMILTON,GREEN,0.005192965891655848
HAMILTON,LIBERTARIAN,0.011448129352059484
HAMILTON,PARTY FOR SOCIALISM AND LIBERATION,0.00047208780833234983
HAMILTON,REPUBLICAN,0.7509736811046854
HAMILTON,WILLIE WILSON PARTY,0.003068570754160274
HANCOCK,AMERICAN SOLIDARITY PARTY,0.00026860059092130003
HANCOCK,DEMOCRATIC,0.2595218909481601
HANCOCK,GREEN,0.004673650282030621
HANCOCK,LIBERTARIAN,0.013161428955143701
HANCOCK,PARTY FOR SOCIALISM AND LIBERATION,0.00042976094547408005
HANCOCK,REPUBLICAN,0.7193123824872415
HANCOCK,WILLIE WILSON PARTY,0.00263228579102874
HARDIN,DEMOCRATIC,0.24557260920897284
HARDIN,GREEN,0.006847697756788666
HARDIN,LIBERTARIAN,0.007556080283353011
HARDIN,PARTY FOR SOCIALISM AND LIBERATION,0.0002361275088547816
HARDIN,REPUBLICAN,0.7371900826446282
HARDIN,WILLIE WILSON PARTY,0.0025974025974025974
HENDERSON,AMERICAN SOLIDARITY PARTY,0.0005545542769998614
HENDERSON,DEMOCRATIC,0.34465548315541383
HENDERSON,GREEN,0.004297795646748925
HENDERSON,LIBERTARIAN,0.01247747123249688
HENDERSON,PARTY FOR SOCIALISM AND LIBERATION,0.0002772771384999307
HENDERSON,REPUBLICAN,0.6338555386108415
HENDERSON,WILLIE WILSON PARTY,0.0038818799389990295
HENRY,AMERICAN SOLIDARITY PARTY,0.0008446111842234488
HENRY,DEMOCRATIC,0.3889336292746165
HENRY,GREEN,0.0051069513464673645
HENRY,LIBERTARIAN,0.014181611046728606
HENRY,PARTY FOR SOCIALISM AND LIBERATION,0.0003339160495767123
HENRY,REPUBLICAN,0.5864155094183968
HENRY,WILLIE WILSON PARTY,0.004183771679990572
IROQUOIS,AMERICAN SOLIDARITY PARTY,0.000860832137733142
IROQUOIS,DEMOCRATIC,0.21459827833572453
IROQUOIS,GREEN,0.006025824964131995
IROQUOIS,LIBERTARIAN,0.010760401721664276
IROQUOIS,PARTY FOR SOCIALISM AND LIBERATION,0.00014347202295552367
IROQUOIS,REPUBLICAN,0.7577474892395982
IROQUOIS,WILLIE WILSON PARTY,0.009863701578192252
JACKSON,AMERICAN SOLIDARITY PARTY,0.0007542649244625863
JACKSON,DEMOCRATIC,0.4995674068815582
JACKSON,GREEN,0.012445371253632672
JACKSON,LIBERTARIAN,0.01344366306542139
JACKSON,PARTY FOR SOCIALISM AND LIBERATION,0.0007320806619783925
JACKSON,REPUBLICAN,0.46988486367770704
JACKSON,WILLIE WILSON PARTY,0.0031723495352397007
JASPER,AMERICAN SOLIDARITY PARTY,0.000362844702467344
JASPER,DEMOCRATIC,0.1983853410740203
JASPER,GREEN,0.0041727140783744555
JASPER,LIBERTARIAN,0.009887518142235123
JASPER,PARTY FOR SOCIALISM AND LIBERATION,9.0711175616836e-05
JASPER,REPUBLICAN,0.7847423802612482
JASPER,WILLIE WILSON PARTY,0.0023584905660377358
JEFFERSON,AMERICAN SOLIDARITY PARTY,0.000465292116206706
JEFFERSON,DEMOCRATIC,0.282286910751156
JEFFERSON,GREEN,0.006397766597842208
JEFFERSON,LIBERTARIAN,0.012940936981999012
JEFFERSON,PARTY FOR SOCIALISM AND LIBERATION,0.00037804984441794864
JEFFERSON,REPUBLICAN,0.6943030796521942
JEFFERSON,WILLIE WILSON PARTY,0.003227964056184023
JERSEY,AMERICAN SOLIDARITY PARTY,0.0004240702260294305
JERSEY,DEMOCRATIC,0.2730588185403503
JERSEY,GREEN,0.004495144395911963
JERSEY,LIBERTARIAN,0.015775412408294814
JERSEY,PARTY FOR SOCIALISM AND LIBERATION,0.00029684915822060135
JERSEY,REPUBLICAN,0.7023451083499428
JERSEY,WILLIE WILSON PARTY,0.003604596921250159
JOHNSON,AMERICAN SOLIDARITY PARTY,0.00023492560689115114
JOHNSON,DEMOCRATIC,0.22239624119028975
JOHNSON,GREEN,0.006812842599843383
JOHNSON,LIBERTARIAN,0.00798747063429914
JOHNSON,PARTY FOR SOCIALISM AND LIBERATION,0.00031323414252153485
JOHNSON,REPUBLICAN,0.7584181675802663
JOHNSON,WILLIE WILSON PARTY,0.003837118245888802
JoDAVIESS,AMERICAN SOLIDARITY PARTY,0.0006460469999192441
JoDAVIESS,DEMOCRATIC,0.4106436243236695
JoDAVIESS,GREEN,0.006823871436647016
JoDAVIESS,LIBERTARIAN,0.011103932811112008
JoDAVIESS,PARTY FOR SOCIALISM AND LIBERATION,0.0007268028749091496
JoDAVIESS,REPUBLICAN,0.5661794395542276
JoDAVIESS,WILLIE WILSON PARTY,0.003876281999515465
KANE,AMERICAN SOLIDARITY PARTY,0.0011756427604871448
KANE,DEMOCRATIC,0.5473190798376184
KANE,GREEN,0.006807036535859269
KANE,LIBERTARIAN,0.012735047361299053
KANE,PARTY FOR SOCIALISM AND LIBERATION,0.0006495263870094723
KANE,REPUBLICAN,0.41795940460081193
KANE,WILLIE WILSON PARTY,0.01335426251691475
KANKAKEE,AMERICAN SOLIDARITY PARTY,0.000603974149906384
KANKAKEE,DEMOCRATIC,0.402901089166717
KANKAKEE,GREEN,0.005576694650802279
KANKAKEE,LIBERTARIAN,0.0178273036580701
KANKAKEE,PARTY FOR SOCIALISM AND LIBERATION,0.00044291437659801496
KANKAKEE,REPUBLICAN,0.5540154214732943
KANKAKEE,WILLIE WILSON PARTY,0.018632602524611946
KENDALL,AMERICAN SOLIDARITY PARTY,0.0008011498857183251
KENDALL,DEMOCRATIC,0.5044338148087059
KENDALL,GREEN,0.007233912203397818
KENDALL,LIBERTARIAN,0.013415333380459797
KENDALL,PARTY FOR SOCIALISM AND LIBERATION,0.0005105366918793248
KENDALL,REPUBLICAN,0.4577707611709355
KENDALL,WILLIE WILSON PARTY,0.015834491858903368
KNOX,AMERICAN SOLIDARITY PARTY,0.00047837526365000326
KNOX,DEMOCRATIC,0.46800321816086454
KNOX,GREEN,0.006936441322925048
KNOX,LIBERTARIAN,0.012155080562743264
KNOX,PARTY FOR SOCIALISM AND LIBERATION,0.0007827958859727327
KNOX,REPUBLICAN,0.507904064015308
KNOX,WILLIE WILSON PARTY,0.003740024788536389
LAKE,AMERICAN SOLIDARITY PARTY,0.0008297771455666193
LAKE,DEMOCRATIC,0.5876892882222662
LAKE,GREEN,0.0056538883987251745
LAKE,LIBERTARIAN,0.011729417625486913
LAKE,PARTY FOR SOCIALISM AND LIBERATION,0.0005641884389386055
LAKE,REPUBLICAN,0.38253476661204844
LAKE,WILLIE WILSON PARTY,0.010998673556968028
LAWRENCE,AMERICAN SOLIDARITY PARTY,0.000157952930026852
LAWRENCE,DEMOCRATIC,0.23613963039014374
LAWRENCE,GREEN,0.0045806349707787075
LAWRENCE,LIBERTARIAN,0.013741904912336124
LAWRENCE,PARTY FOR SOCIALISM AND LIBERATION,0.000236929395040278
LAWRENCE,REPUBLICAN,0.7412731006160165
LAWRENCE,WILLIE WILSON PARTY,0.003869846785657874
LEE,AMERICAN SOLIDARITY PARTY,0.0006749294391949932
LEE,DEMOCRATIC,0.3943121855442386
LEE,GREEN,0.007332187998527427
LEE,LIBERTARIAN,0.013437231562154865
LEE,PARTY FOR SOCIALISM AND LIBERATION,0.00036814333046999634
LEE,REPUBLICAN,0.5773100993986993
LEE,WILLIE WILSON PARTY,0.006565222726714935
LIVINGSTON,AMERICAN SOLIDARITY PARTY,0.000645028879702114
LIVINGSTON,DEMOCRATIC,0.2809980355938664
LIVINGSTON,GREEN,0.006010496379042426
LIVINGSTON,LIBERTARIAN,0.01489430322221245
LIVINGSTON,PARTY FOR SOCIALISM AND LIBERATION,0.00035183393438297124
LIVINGSTON,REPUBLICAN,0.6880112586859003
LIVINGSTON,WILLIE WILSON PARTY,0.009089043304893423
LOGAN,AMERICAN SOLIDARITY PARTY,0.0010212186542607512
LOGAN,DEMOCRATIC,0.3103748250690268
LOGAN,GREEN,0.006392072317409887
LOGAN,LIBERTARIAN,0.015658686031998183
LOGAN,PARTY FOR SOCIALISM AND LIBERATION,0.0005295207836907599
LOGAN,REPUBLICAN,0.6614092817428798
LOGAN,WILLIE WILSON PARTY,0.004614395400733764
LaSALLE,AMERICAN SOLIDARITY PARTY,0.00047914317925591883
LaSALLE,DEMOCRATIC,0.4255261180007516
LaSALLE,GREEN,0.00615370161593386
LaSALLE,LIBERTARIAN,0.013105975197294251
LaSALLE,PARTY FOR SOCIALISM AND LIBERATION,0.0005073280721533258
LaSALLE,REPUBLICAN,0.5406801954152575
LaSALLE,WILLIE WILSON PARTY,0.013547538519353626
MACON,AMERICAN SOLIDARITY PARTY,0.0008542141230068337
MACON,DEMOCRATIC,0.40650423039375205
MACON,GREEN,0.00631508298080052
MACON,LIBERTARIAN,0.013626749105109014
MACON,PARTY FOR SOCIALISM AND LIBERATION,0.0005999837292547999
MACON,REPUBLICAN,0.5660287178652782
MACON,WILLIE WILSON PARTY,0.006071021802798568
MACOUPIN,AMERICAN SOLIDARITY PARTY,0.0005031868500503186
MACOUPIN,DEMOCRATIC,0.3291470982891647
MACOUPIN,GREEN,0.00637370010063737
MACOUPIN,LIBERTARIAN,0.015682656826568265
MACOUPIN,PARTY FOR SOCIALISM AND LIBERATION,0.0004193223750419322
MACOUPIN,REPUBLICAN,0.6438275746393828
MACOUPIN,WILLIE WILSON PARTY,0.0040464609191546465
MADISON,AMERICAN SOLIDARITY PARTY,0.000755622232900379
MADISON,DEMOCRATIC,0.4292154367019657
MADISON,GREEN,0.007347142390774073
MADISON,LIBERTARIAN,0.0162202015237159
MADISON,PARTY FOR SOCIALISM AND LIBERATION,0.0006712566437901425
MADISON,REPUBLICAN,0.5417334560913789
MADISON,WILLIE WILSON PARTY,0.00405688441547485
MARION,AMERICAN SOLIDARITY PARTY,0.0002592763309518322
MARION,DEMOCRATIC,0.2778866098179304
MARION,GREEN,0.005761696243374049
MARION,LIBERTARIAN,0.010399861719290159
MARION,PARTY FOR SOCIALISM AND LIBERATION,0.0002880848121687025
MARION,REPUBLICAN,0.7028117077667665
MARION,WILLIE WILSON PARTY,0.002592763309518322
MARSHALL,AMERICAN SOLIDARITY PARTY,0.0004791184221033299
MARSHALL,DEMOCRATIC,0.3219675796534377
MARSHALL,GREEN,0.005270302643136628
MARSHALL,LIBERTARIAN,0.015172083366605447
MARSHALL,PARTY FOR SOCIALISM AND LIBERATION,0.0003992653517527749
MARSHALL,REPUBLICAN,0.6511219356384252
MARSHALL,WILLIE WILSON PARTY,0.005589714924538848
MASON,AMERICAN SOLIDARITY PARTY,0.0005211823393641576
MASON,DEMOCRATIC,0.32551559824287096
MASON,GREEN,0.006328642692279056
MASON,LIBERTARIAN,0.0133273769637406
MASON,PARTY FOR SOCIALISM AND LIBERATION,0.000819000819000819
MASON,REPUBLICAN,0.6499143771871044
MASON,WILLIE WILSON PARTY,0.0035738217556399374
MASSAC,AMERICAN SOLIDARITY PARTY,0.0005176366190933965
MASSAC,DEMOCRATIC,0.2648820527989352
MASSAC,GREEN,0.00332766397988612
MASSAC,LIBERTARIAN,0.00998299193965836
MASSAC,PARTY FOR SOCIALISM AND LIBERATION,0.0003697404422095689
MASSAC,REPUBLICAN,0.7179619906825409
MASSAC,WILLIE WILSON PARTY,0.002957923537676551
MENARD,AMERICAN SOLIDARITY PARTY,0.0003630291149350178
MENARD,DEMOCRATIC,0.29891817323749365
MENARD,GREEN,0.0058810716619472885
MENARD,LIBERTARIAN,0.011326508385972555
MENARD,PARTY FOR SOCIALISM AND LIBERATION,0.000653452406883032
MENARD,REPUBLICAN,0.6803165613882234
MENARD,WILLIE WILSON PARTY,0.0025412038045451247
MERCER,AMERICAN SOLIDARITY PARTY,0.0002834949254408346
MERCER,DEMOCRATIC,0.37988320009071835
MERCER,GREEN,0.005669898508816692
MERCER,LIBERTARIAN,0.015138629018540567
MERCER,PARTY FOR SOCIALISM AND LIBERATION,0.00045359188070533536
MERCER,REPUBLICAN,0.5945455576345183
MERCER,WILLIE WILSON PARTY,0.004025627941259852
MONROE,AMERICAN SOLIDARITY PARTY,0.0006640893674548775
MONROE,DEMOCRATIC,0.3151104048573394
MONROE,GREEN,0.00531271493963902
MONROE,LIBERTARIAN,0.013424092213552166
MONROE,PARTY FOR SOCIALISM AND LIBERATION,0.00040319711595474705
MONROE,REPUBLICAN,0.662832341152195
MONROE,WILLIE WILSON PARTY,0.002253160353864763
MONTGOMERY,AMERICAN SOLIDARITY PARTY,0.0005153500699403667
MONTGOMERY,DEMOCRATIC,0.3017742766693661
MONTGOMERY,GREEN,0.005816093646469852
MONTGOMERY,LIBERTARIAN,0.01454023411617463
MONTGOMERY,PARTY FOR SOCIALISM AND LIBERATION,0.00025767503497018334
MONTGOMERY,REPUBLICAN,0.672973569903556
MONTGOMERY,WILLIE WILSON PARTY,0.0041228005595229334
MORGAN,AMERICAN SOLIDARITY PARTY,0.0004923844537815126
MORGAN,DEMOCRATIC,0.3487394957983193
MORGAN,GREEN,0.005219275210084033
MORGAN,LIBERTARIAN,0.012703518907563025
MORGAN,PARTY FOR SOCIALISM AND LIBERATION,0.0004923844537815126
MORGAN,REPUBLICAN,0.6290375525210085
MORGAN,WILLIE WILSON PARTY,0.003315388655462185
MOULTRIE,AMERICAN SOLIDARITY PARTY,0.00029806259314456036
MOULTRIE,DEMOCRATIC,0.25916542473919524
MOULTRIE,GREEN,0.0052906110283159466
MOULTRIE,LIBERTARIAN,0.013785394932935917
MOULTRIE,PARTY FOR SOCIALISM AND LIBERATION,0.00022354694485842027
MOULTRIE,REPUBLICAN,0.7163934426229508
MOULTRIE,WILLIE WILSON PARTY,0.004843517138599106
McDONOUGH,AMERICAN SOLIDARITY PARTY,0.0007776368026848933
McDONOUGH,DEMOCRATIC,0.4126386444562682
McDONOUGH,GREEN,0.006630376949208038
McDONOUGH,LIBERTARIAN,0.014775099251012974
McDONOUGH,PARTY FOR SOCIALISM AND LIBERATION,0.0008185650554577825
McDONOUGH,REPUBLICAN,0.560757991241354
McDONOUGH,WILLIE WILSON PARTY,0.003601686244014243
McHENRY,AMERICAN SOLIDARITY PARTY,0.0009124227272866446
McHENRY,DEMOCRATIC,0.46526516902784115
McHENRY,GREEN,0.006656399359466998
McHENRY,LIBERTARIAN,0.017531988377326602
McHENRY,PARTY FOR SOCIALISM AND LIBERATION,0.0006276733526636314
McHENRY,REPUBLICAN,0.49815831452864795
McHENRY,WILLIE WILSON PARTY,0.010848032626767054
McLEAN,AMERICAN SOLIDARITY PARTY,0.0016310205116678482
McLEAN,DEMOCRATIC,0.4926604076974947
McLEAN,GREEN,0.008506665283469059
McLEAN,LIBERTARIAN,0.021595172640351334
McLEAN,PARTY FOR SOCIALISM AND LIBERATION,0.0008990784445942908
McLEAN,REPUBLICAN,0.4697627239771542
McLEAN,WILLIE WILSON PARTY,0.004944931445268599
OGLE,AMERICAN SOLIDARITY PARTY,0.0007835492871612582
OGLE,DEMOCRATIC,0.36157932958758554
OGLE,GREEN,0.00707105454267477
OGLE,LIBERTARIAN,0.015995872033023734
